,city,osm_id,lat,lon,temperature,feels_like,humidity,rain_pop,rain_mmh,expected_weather,rank_temp,rank_rain_inv,rank_avg,hotel_name,hotel_score,hotel_reviews,hotel_lat,hotel_lon,hotel_url,hotel_description,hotel_rank,hotel_rank_inv
10,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,Maison Arthur,9.2,88.0,43.5659428,4.1924,https://www.booking.com/hotel/fr/maison-arthur.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApGSn6oGwAIB0gIkZDlmZWViMjAtMDM3Ny00MDUzLWEyNTQtY2QxMzRmYmI0ZTNl2AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=bayesian_review_score&srpvid=55cc77092b4e01d3&srepoch=1699203348&from=searchresults#hotelTmpl,"Situated 24 km from Montpellier Arena, Maison Arthur features accommodation with free WiFi and free private parking.

Fitted with a terrace, the units offer air conditioning and feature a flat-screen TV and a private bathroom with shower and a hair dryer. There is also a kitchen in some of the units equipped with a dishwasher.

Parc des Expositions de Montpellier is 24 km from the bed and breakfast, while Zenith Sud Montpellier is 28 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 29 km from Maison Arthur.",10,12
11,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,La Villa Mazarin,9.2,815.0,43.56498662,4.19175196,https://www.booking.com/hotel/fr/la-villa-mazarin.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApGSn6oGwAIB0gIkZDlmZWViMjAtMDM3Ny00MDUzLWEyNTQtY2QxMzRmYmI0ZTNl2AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=bayesian_review_score&srpvid=55cc77092b4e01d3&srepoch=1699203348&from=searchresults#hotelTmpl,"Set in a building dating from the 15th century, La Villa Mazarin is located in the fortified city of Aigues-Mortes. It offers a terrace and guests can enjoy a drink at the bar. Free WiFi is available throughout.

The guest rooms have air conditioning, heating, satellite TV, a telephone and a fridge. All rooms are furnished in 17th-century Provençale style.

In the hotel's restaurant, Salon Mazarin, you can enjoy French culinary specialities or choose from a selection of light meals and snacks. The salon opens onto the courtyard and sun terrace.

Montpellier is 26 km from La Villa Mazarin, while Nîmes is 32 km away. The nearest airport is Mediterranee Airport, 19 km from the property.",10,12
12,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,B&B La Terre Brûlée,9.2,113.0,43.56197612,4.20767969,https://www.booking.com/hotel/fr/b-amp-b-la-terre-brulee.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApGSn6oGwAIB0gIkZDlmZWViMjAtMDM3Ny00MDUzLWEyNTQtY2QxMzRmYmI0ZTNl2AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=bayesian_review_score&srpvid=55cc77092b4e01d3&srepoch=1699203348&from=searchresults#hotelTmpl,"Situated 25 km from Montpellier Arena, B&B La Terre Brûlée offers pool with a view, a garden and air-conditioned accommodation with a terrace and free WiFi.

There is a private bathroom with walk-in shower and a hair dryer in each unit, along with free toiletries.

Guests at the bed and breakfast can enjoy a continental breakfast.

Parc des Expositions de Montpellier is 25 km from B&B La Terre Brûlée, while Zenith Sud Montpellier is 29 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 31 km from the accommodation.",10,12
13,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,Mas de la Montille,9.1,170.0,43.58386486,4.23920989,https://www.booking.com/hotel/fr/mas-de-la-montille.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApGSn6oGwAIB0gIkZDlmZWViMjAtMDM3Ny00MDUzLWEyNTQtY2QxMzRmYmI0ZTNl2AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=bayesian_review_score&srpvid=55cc77092b4e01d3&srepoch=1699203348&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"The Mas de la Montille is located in Aigues Mortes, 10 km from Espiguette Beach.  It features a seasonal swimming pool and an orchard in its garden and you can relax in the hot tub.

All of the air-conditioned bedrooms of the guest house have a view of the garden and are decorated in an elegant way. Some of them also feature oriental furniture and a seating area.

A breakfast made of organic products is available and can be delivered into their room. Homemade meals accompanied by a drink from the bar are available upon request.

The garden also has a children’s playground with a trampoline and you can go visit the donkey and the hen.

It is located 15 km from the La Grande Motte Golf Resort and 20 km from Montpellier and its train station.",15,8
14,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,La Maison de Lyna,9.1,210.0,43.5660175,4.1923532,https://www.booking.com/hotel/fr/la-maison-de-lyna.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApGSn6oGwAIB0gIkZDlmZWViMjAtMDM3Ny00MDUzLWEyNTQtY2QxMzRmYmI0ZTNl2AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=bayesian_review_score&srpvid=55cc77092b4e01d3&srepoch=1699203348&from=searchresults#hotelTmpl,"La Maison de Lyna has air-conditioned guest accommodation in Aigues-Mortes, 24 km from Montpellier Arena, 24 km from Parc des Expositions de Montpellier and 28 km from Zenith Sud Montpellier. Complimentary WiFi is providedthroughout the property.

The aparthotel offers a seating area with a flat-screen TV and a private bathroom with a hair dryer, free toiletries and shower. A fridge is also available, as well as a coffee machine and a kettle.

Odysseum Shopping Centre is 29 km from La Maison de Lyna, while Montpellier Town Hall is 29 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 29 km from the accommodation.",15,8
15,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,Le Petit Patio,9.1,77.0,43.566201,4.193625,https://www.booking.com/hotel/fr/le-petit-patio-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsSOn6oGwAIB0gIkM2I5ZjNiZDgtYjcxNi00NWQwLWFhMGItODI3NzRiOTMyM2E32AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=bayesian_review_score&srpvid=7a6d7622b9a60295&srepoch=1699202886&from=searchresults#hotelTmpl,"Situated 24 km from Montpellier Arena, Le Petit Patio offers accommodation with a patio. Complimentary WiFi is providedthroughout the property.

Fitted with a terrace, the units offer air conditioning and feature a flat-screen TV and a private bathroom with shower and a hair dryer. A fridge is also offered, as well as a coffee machine and a kettle.

A continental breakfast is available each morning at the bed and breakfast.

Le Petit Patio offers a hot tub.

A bicycle rental service is available at the accommodation.

Parc des Expositions de Montpellier is 24 km from Le Petit Patio, while Zenith Sud Montpellier is 28 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 30 km from the bed and breakfast.",15,8
16,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,Les suites du 17,9.0,163.0,43.566227,4.191121,https://www.booking.com/hotel/fr/les-suites-du-17.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsSOn6oGwAIB0gIkM2I5ZjNiZDgtYjcxNi00NWQwLWFhMGItODI3NzRiOTMyM2E32AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=bayesian_review_score&srpvid=7a6d7622b9a60295&srepoch=1699202886&from=searchresults#hotelTmpl,"Featuring a garden, terrace and views of quiet street, Les suites du 17 is located in Aigues-Mortes, 24 km from Parc des Expositions de Montpellier. The property is around 28 km from Zenith Sud Montpellier, 29 km from Odysseum Shopping Centre and 29 km from Montpellier Town Hall. The property is non-smoking and is set 24 km from Montpellier Arena.

The units come with air conditioning, an oven, a microwave, a kettle, a shower, a hair dryer and a desk. Every room includes a coffee machine, a private bathroom and free WiFi, while certain rooms will provide you with a balcony and some have inner courtyard views. At the guest house each room is fitted with bed linen and towels.

Guests at Les suites du 17 will be able to enjoy activities in and around Aigues-Mortes, like walking tours and bike tours.

The Corum is 32 km from the accommodation, while Fabre Museum is 32 km away. The nearest airport is Montpellier - Mediterranee Airport, 29 km from Les suites du 17.",17,6
17,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,Maison des Croisades,8.8,944.0,43.5689974,4.1882982,https://www.booking.com/hotel/fr/des-croisades.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsSOn6oGwAIB0gIkM2I5ZjNiZDgtYjcxNi00NWQwLWFhMGItODI3NzRiOTMyM2E32AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=bayesian_review_score&srpvid=7a6d7622b9a60295&srepoch=1699202886&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Maison des Croisades in Aigues-Mortes offers bike rental and a garden. The hotel features free WiFi and a terrace. Guests can enjoy Canal & Garden Views. Le Grau-du-Roi beach is a 10-minute drive away.

All rooms in Maison des Croisades are equipped with a flat-screen TV, air conditioning and a wardrobe.

Guests at Maison des Croisades can enjoy a buffet breakfast.

Montpellier is 33 km from Maison des Croisades, while Nîmes is 44 km from the property. Montpellier - Mediterranee Airport is 24 km away.",18,5
18,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,Hotel Les Templiers,8.7,140.0,43.56694565,4.19187346,https://www.booking.com/hotel/fr/les-templiers.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApGSn6oGwAIB0gIkZDlmZWViMjAtMDM3Ny00MDUzLWEyNTQtY2QxMzRmYmI0ZTNl2AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=bayesian_review_score&srpvid=55cc77092b4e01d3&srepoch=1699203348&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Housed in an 18th-century merchant's house, Hotel Les Templiers is located inside the Aigues-Mortes fortifications, in southern France. It offers air-conditioned accommodation with en-suite facilities and TVs.

Guests of the Hotel Les Templiers can enjoy a continental breakfast every morning. There is also a bar and a garden. Free Wi-Fi access is available in the hotel’s 24-hour reception.

Guests of the Templiers Hotel can visit there nearby ponds of Ville and Merette. La Grande Motte Golf Course is just 7 km away. Paid public parking can be found nearby.",19,3
19,Aigues&Mortes,272287,43.5661521,4.19154,16.6,15.55,47.2,0.0,0.0,Clouds,2.0,1.0,1.5,Chambres d'hotes Deluxe Jacuzzi Mas de l'Etoile,8.7,80.0,43.57795135,4.27333094,https://www.booking.com/hotel/fr/luxury-b-amp-b-mas-de-l-39-etoile.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsSOn6oGwAIB0gIkM2I5ZjNiZDgtYjcxNi00NWQwLWFhMGItODI3NzRiOTMyM2E32AIG4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=bayesian_review_score&srpvid=7a6d7622b9a60295&srepoch=1699202886&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Located in Aigues-Mortes in the Languedoc-Roussillon region, Chambres d'hotes Deluxe Jacuzzi Mas de l'Etoile provides accommodation with free WiFi and free private parking, as well as access to a hot tub. The accommodation features a seasonal outdoor pool, a spa bath and a hot tub.

Fitted with a terrace, the units offer air conditioning and feature a flat-screen TV and a private bathroom with walk-in shower and bathrobes. A fridge and minibar are also featured, as well as a coffee machine and a kettle.

Breakfast is available daily, and includes continental, Full English/Irish and vegetarian options.

The bed and breakfast offers an outdoor fireplace.

Guests can also relax in the garden.

Montpellier Arena is 31 km from Chambres d'hotes Deluxe Jacuzzi Mas de l'Etoile, while Parc des Expositions de Montpellier is 31 km away. The nearest airport is Nimes-Ales-Camargue-Cevennes Airport, 33 km from the accommodation.",19,3
